type,text[1],name[2],text[3],linetype[6],style[7],layer[8],pt[10],pt[11],pt[12],pt[13],pt[14],pt[15],pt[16],real[40],real[41],real[42],real[43],real[44],real[45],real[46],real[47],real[48],real[49],angle[50],angle[51],angle[52],angle[53],color[62],int[63],seq[66],int[70],int[71],int[72],int[73],int[74],int[75],int[76],int[77],int[78],int[79],long[90],long[91],long[92],long[93],long[94],long[98],real[140],real[141],real[142],real[144],int[170],int[175],int[179],pt[213],char[271],char[272],char[277],char[280],char[281],bool[291],bool[292],string[304],lwt[370],plotst[380],long[420],long[421],trans[440],long[450],long[452],long[453],real[462],real[463],string[470]
LWPOLYLINE,,,,,,hatches,"33.109161,7.997202 33.079861,7.880018 33.050561,7.997202",,,,,,,,,,,,,,,25.4,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINE,,,,,,hatches,"33.109161,7.997202,0.0","33.079861,7.880018,0.0",,,,,,,,,,,,,,3.225800102949142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,"_ai: HATCH SOLID gradient fill. int[70]=1 (solid). Gradient presence: long[450]-long[453] block appended after the boundary section. long[92]=7 with int[72]=0: polyline boundary (bit 1 set), int[72]=0 means open polyline (remember: for polyline boundaries int[72] is closed-flag, not edge-type). long[452]=1 = two-color gradient, long[452]=2 = single-color gradient. long[453] = number of color stops. long[421] = packed RGB per stop. real[463] = stop position (0.0-1.0) per stop. string[470] = gradient type name. CSVIN handles group-47 internally: present when n452!=0 and n91==1.",,,,nonprop,_ai,"0.0,0.0,0.0",,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,SOLID,,,,hatches-solid,"0.0,0.0,0.0 33.140625,7.775852 33.053819,7.775852 33.097222,7.689046 33.105944,7.748721",,,,,,,,,,,,,,0.000243189,,,,,,,,"5,7",,1,,0,1,,0,1,,,,,1,7,3,,,,,,,,,,,,,,,,,,,,,,"255,16777215",,,1,2,1.0,"0.0,1.0",LINEAR
HATCH,,SOLID,,,,hatches-solid,"0.0,0.0,0.0 32.120507,7.767491 32.208701,7.767491 32.164604,7.691109 32.120507,7.767491 32.208701,7.767491 32.164604,7.843866 -162.374354,-143.772245","32.208701,7.767491 32.164604,7.691109 32.120507,7.767491 32.208701,7.767491 32.164604,7.843866 32.120507,7.767491",,,,,,,,,,,,,,,,,,,,,"5,7",,1,,"1,1,1,1,1,1",,,0,1,,,,,2,"1,1","3,3",,,,,,,,,,,,,,,,,,,,,,"255,16777215",,,1,2,1.0,"0.0,1.0",LINEAR
HATCH,,SOLID,,,,hatches_gradient,"0.0,0.0,0.0 32.0,7.765428 32.088194,7.765428 32.044097,7.689046 32.0,7.765428 32.088194,7.765428 32.044097,7.841803 -162.494861,-143.774308","32.088194,7.765428 32.044097,7.689046 32.0,7.765428 32.088194,7.765428 32.044097,7.841803 32.0,7.765428",,,,,,,,,,,,,,,,,,,,,"5,7",,1,,"1,1,1,1,1,1",,,0,1,,,,,2,"1,1","3,3",,,,,,,,,,,,,,,,,,,,,,"255,16777215",,1,1,2,1.0,"0.0,1.0",HEMISPHERICAL
HATCH,,SOLID,,,,hatches_gradient,"0.0,0.0,0.0 32.232222,7.769602 32.320417,7.769602 32.276319,7.69322 32.232222,7.769602 32.320417,7.769602 32.276319,7.845977 -162.262639,-143.770134","32.320417,7.769602 32.276319,7.69322 32.232222,7.769602 32.320417,7.769602 32.276319,7.845977 32.232222,7.769602",,,,,,,,,,,,,,,,,,,,,"5,41",,1,,"1,1,1,1,1,1",,,0,1,,,,,2,"1,1","3,3",,,,,,,,,,,,,,,,,,,,,,"255,16051793",,1,,2,0.5,"0.0,1.0",HEMISPHERICAL
HATCH,,SOLID,,,,hatches-solid,"0.0,0.0,0.0 32.541392,8.09155 32.47903,8.029187 32.603755,8.029187 32.47903,8.029187 32.416667,7.966824 32.453198,7.966824 32.603755,8.029187 32.629587,7.966824 32.666118,7.966824 32.544241,8.069824 32.440239,7.976669 32.635099,7.989038",,,,,,,,,"0.0,-0.4142135623730955,0.0,0.0,0.0,-0.1989123673796585,-0.198912367379659,0.0,0.0",,,,,0.0021913870784469,,,,,,,,"5,7",,1,,"1,1,1","1,1,1",,0,1,,,,,3,"7,7,7","3,3,3",,3,,,,,,,,,,,,,,,,,-2,1,,"255,16777215",,,1,2,1.0,"0.0,1.0",LINEAR
TRACE,,,,Continuous,,r12,"36.0,8.5,0.0","36.25,8.0,0.0","36.75,8.5,0.0","37.0,8.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33554559,,,,,,
TRACE,,,,Continuous,,r12,"35.0,8.75,0.0","35.0,8.25,0.0","35.5,8.75,0.0","35.5,8.25,0.0",,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9059294,,,,,,,,
INSERT,,site-plan,,,,dimensions,"52.25,-5.0,0.0",,,,,,,,0.008333333333333,0.008333333333333,0.008333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,Entities to the left of this text are one example of supported entities on an acad-version layer. To the right are variations of complex entities. Some are contained in inserts to illustrate larger scales in the bock definition.,,,,nonprop,_ai,"10.0,0.0,0.0",,,,,,,0.1,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,The mtext at this location is owned by a leader. because dxf-csv does not represent ownership proximity and content an imply the a relationship,,,,nonprop,_ai,"2.25,2.5,0.0",,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,"_ai: Spatial relationships between entities (a LEADER pointing to an MTEXT, a DIMENSION associating with geometry, a HATCH bounded by a LWPOLYLINE) are not preserved in DXF-CSV — ownership and pointers are stripped on export. Proximity in the drawing implies the relationship. An AI generating a new drawing must place associated entities at geometrically consistent positions.",,,,nonprop,_ai,"0.0,0.0,0.0",,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERT,,mlines,,,,mline,"77.25,-0.5,0.0",,,,,,,,0.083333333333333,0.083333333333333,0.083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTILEADER,,,,,,mleader,"92.795334,1.0,0.0 92.435334,1.0,0.0 91.435334,0.0,0.0 1.0,1.0,1.0",,"92.885334,1.091473,0.0",,,,,"1.0,0.36",,,,,,,,,,,,,,,,,,,,,,,,,,,"-1073741824,0,279552",,,,,,,,,,,,,,,,,,,,,line1\Pline2,,,,,,,,,,,
MULTILEADER,,,,,,mleader,"95.795334,5.0,0.0 95.435334,5.0,0.0 94.435334,4.0,0.0 1.0,1.0,1.0",,"95.885334,5.091473,0.0",,,,,"1.0,0.36",,,,,,,,,,,,,,,,,,,,,,,,,,,"-1073741824,0,279552",,,,,,,,,,,,,,,,,,,,,line,,,,,,,,,,,
MULTILEADER,,,,,,mleader,"99.435334,4.0,0.0 99.075334,4.0,0.0 96.435334,2.0,0.0 1.0,1.0,1.0",,"99.525334,4.114986,0.0",,,,,"1.0,0.36",,,,,,,,,,,,,,,,,,,,,,,,,,,"-1073741824,0,279553",,,,,,,,,,"1,2",,,,,,,,,,,spline,,,,,,,,,,,
MULTILEADER,,,,,,mleader,"94.559823,7.0,0.0 96.435334,7.0,0.0 97.435334,6.0,0.0 1.0,1.0,1.0","0.0,0.0,1.0 -1.0,0.0,0.0","95.985334,7.11646,0.0",,,,,"1.0,0.36",,,,,,,,,,,,,,,,,,,,,,,,,,,"-1073741824,0,279552",,,,,,,,,,,"1,2",3,,,,,,,,,right aligned,,,,,,,,,,,
MULTILEADER,,,,,,mleader,"92.435334,2.88,0.0 91.435334,2.88,0.0 92.435334,5.0,0.0 91.435334,5.0,0.0 90.435334,4.0,0.0 90.435334,2.0,0.0 1.0,1.0,1.0",,"92.525334,2.971473,0.0",,,,,"1.0,1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,"-1073741824,0,312704","-1073741824,0,1,2,3,-1056964608",,,,,,,,,,,,,,,,,,,,four  leaders,,,,,,,,,,,
MULTILEADER,,,,,,mleader,"90.049604,1.0,0.0 91.435334,1.0,0.0 91.435334,0.0,0.0 1.0,1.0,1.0","0.0,0.0,1.0 -1.0,0.0,0.0","90.985334,1.091473,0.0",,,,,"1.0,0.36",,,,,,,,,,,,,,,,,,,,,,,,,,,"-1073741824,0,279552","-1027028792,0,-1056964608",,,,,,1.5,,,,"1,2",3,,,,,,,"1,1,1","1,0",masked,,,,,,,,,,,
ENDSEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

#DXF-CSV v1.0 | audience:ai | source:sample_csvout_reference.dwg | sha1:9cafc3401b0b | codes:dxf-2018 | dxfcsv:https://drawingsync.com/dxfcsv/v1.0/spec.md | last-updated:2026-07-10 | units:in | coords:xyz | design:r12-extended | color:aci absent=BYLAYER | missing:linetype=BYLAYER color=BYBLOCK lwt=-3
#DXF-CSV-cond | blocks:inline | mesh:polyline | mesh:subdiv | attrib:tag=name[2] | angle[51]:arc-end or text-oblique | bulge:tan(theta/4) in real[42] | seq[66]:sequence-follows | truecolor:rgb[420]

